time,open,high,low,close,EMA,EMA,EMA
1733409000,63.26,63.26,61.43,61.47,60.144447152121224,61.34558742693671,62.168051344738736
1733495400,62.66,62.66,61.47,61.87,60.212115891253724,61.39553148151417,62.113860191149875
1733754600,63.69,63.93,63.07,63.08,60.32458193473397,61.5559570547033,62.28952197457717
1733841000,62.21,62.92,61.69,62.3,60.40204930984244,61.6268182875887,62.29142707010859
1733927400,62.92,63.07,61.88,62.2,60.472557180044696,61.68140702210406,62.27480396645248
1734013800,62.35,62.35,60.89,60.98,60.492456898474316,61.61460635333224,62.03938506346112
1734100200,60.71,60.71,59.22,59.99,60.472752706377285,61.45988193872917,61.66676959737728
1734359400,59.83,60.35,59.28,59.29,60.426370247303666,61.253226515993056,61.23462967058141
1734445800,59.15,59.15,57.61,58.1,60.335140041527055,60.952919228755626,60.664697003202974
1734532200,58.76,58.76,51.34,51.35,59.982781608526,60.038355492683664,58.97111572989334
1734618600,52.88,52.88,50.67,50.68,59.617966643485765,59.1470835409995,57.46364014264001
1734705000,51.13,53.45,51.13,52.34,59.33255618687848,58.49878987042812,56.532069207614555
1734964200,52.04,52.2,50.99,52.2,59.052848101118535,57.89890512086354,55.74442026077555
1735050600,51.89,53.81,51.74,53.81,58.84724621480016,57.5094855855432,55.39270748608909
1735223400,54.69,55.11,54.45,55.02,58.69715812794525,57.272391720253374,55.32494248861835
1735309800,53.99,53.99,51.84,53.28,58.48472055430034,56.8921639373721,54.953134763415015
1735569000,50.86,52.21,49.54,51.66,58.2170844541317,56.39386261000333,54.354382988248645
1735655400,52.32,53.21,51.32,52.24,57.98268898534222,55.99825664714587,53.96994971765798
1735828200,53.78,54.24,50.96,51.6,57.73238745650527,55.57937506170341,53.539049768992896
1735914600,52.51,53.75,51.46,53.71,57.574646771936436,55.40133934154118,53.570131629176004
1736173800,54.43,54.85,52.86,52.92,57.392111604409514,55.16502130901345,53.45192587841673
1736260200,53.93,53.93,50.94,51.6,57.16496997286404,54.825495470059785,53.11521208234096
1736346600,50.22,50.56,49.08,50.33,56.89693193471251,54.3973530443398,52.60880988555169
1736519400,47.47,47.47,45.27,46.16,56.475875780410064,53.61284323059316,51.43629899726957
1736778600,44.74,47.13,44.74,46.95,56.10231202431555,52.978286732441425,50.620608270493285
1736865000,48.75,49.52,47.44,49.32,55.836339003754155,52.62987847220891,50.384134039494505
1736951400,52.45,53.14,51.67,52.24,55.695306101646146,52.59274718914139,50.72156421413187
